topic,file,text,sum1,sum2,sum3,sum4
D0924,D0924-A,"The European Medicines Agency is to review all drugs in the sameclass as Vioxx after US pharmaceutical giant Merck withdrew thearthritis drug, a spokesman for the agency said Friday. Merck announced a global withdrawal Thursday of Vioxx, a blockbusterarthritis drug, after a study showed it increased the risk of strokesand heart attacks. ""We are going to see whether there is a class effect,"" a spokesmanfor the London-based agency said.","Merck & Co. withdrew its arthritis drug Vioxx from the market in 2004 after a trial showed it increased heart attacks and strokes. Merck's net income plunged 29% after the announcement. The European Medicines Agency and the US Food and Drug Administration announced they would review all COX-2 inhibitors to see if there was a class effect. Hundreds, possibly thousands of lawsuits were likely to be filed against Merck, lawyers said, including many class action lawsuits, all claiming injury from taking Vioxx. Plaintiffs' cases were strengthened when proof was uncovered that Merck knew about Vioxx's risk but discounted it. ","Merck withdrew Vioxx when a study showed it increased the risk of strokes and heart attacks. An FDA study estimates Vioxx may have caused 27,785 attacks/deaths since its approval. The medical community was concerned about use of related drug use and sought more guidance. Lawyers estimated thousands of lawsuits would be filed against Merck. One settlement estimate was $12 billion. Merck's costs to withdraw Vioxx from the market were $552.6 million and their profits for the third quarter of 2004 dropped 29 percent. Several medical reports criticized Merck's failing to stop Vioxx when data first showed its potential danger. ","Merck has recalled its popular arthritis medicine Vioxx. Use of Vioxx may increase risk of stroke and heart attack. This is the largest prescription drug recall in history and could lead to an onslaught of lawsuits. Vioxx is used by 1.3 million Americans and 700,000 in other countries and accounts for sales of $2.5B. Class action lawsuits have been filed in Canadian Provinces. Hundreds of plaintiffs lawyers expected to meet in Las Vegas to plan class action strategy. The US Food and Drug Administration estimates Vioxx could have caused more than 27,000 heart attacks. Merck income has dropped 29%. ","The European Medicines Agency and the US FDA vowed to review drugs in the same class as Vioxx. The FDA said over 27,000 deaths could be attributed to Vioxx. Lancet concluded Merck and the FDA should have withdrawn Vioxx. Many new individual and class action Vioxx lawsuits were filed in the US and Canada, representing patients, Merck shareholders, and former employees with company retirement plans. Radio ads sought plaintiffs for class action suits. Merck requested that one judge handle all the lawsuits. Plaintiffs' lawyers planned to meet in Las Vegas to lay groundwork. Merck share price and earnings were reduced. "
D0924,D0924-B,US pharmaceutical giant Merck on Friday disputed the conclusion ofthe British medical weekly The Lancet that the arthritis drug Vioxxshould have been pulled from the market four years earlier.,"In November, 2004, government and expert witnesses told a Senate committee that Federal regulators and Merck & Co. were aware of risks that Vioxx could cause serious heart problems before the drug was approved in 1999. In Congress, an FDA expert accused the agency of having pressed him to withhold results of a study showing dangers posed by Vioxx. The U.S. Securities and Exchange Commission and the Justice Department began investigations of Merck's handling of the drug. A study by the FDA estimated that Vioxx could have caused 27,785 heart attacks or deaths since its approval in 1999. ","The SEC and the Justice Department studied Merck's handling of Vioxx. Merck was unsure whether their insurance would be adequate against lawsuits. Moody's dropped Merck's credit rating because of litigation exposure. A clinical trial of Celebrex, a drug similar to Vioxx, was shut down when researchers found increased risk of heart disease and stroke A Senate Committee heard testimony that Merck and the FDA were aware of the Vioxx risks before the drug was approved. Merck adopted a plan to protect 230 of their top executives in case financial trouble necessitated a takeover. ","Merck disputed the British weekly, Lancet, that Vioxx should have been recalled four years earlier. Merck is the subject of a Justice Department criminal investigation and an SEC inquiry. The company's shares slumped on that news. The New York state pension fund filed a lawsuit against Merck. Nearly a year before Merck received results of the clinical trial prompting recall of Vioxx, patient records indicated the drug posed a cardiovascular risk. A drug safety expert at FDA accused the agency of pressing him to withhold a study showing the dangers of Vioxx. Merck has adopted large severance packages for executives. ",Regulators and Merck were accused of knowing Vioxx risks pre-approval. An FDA drug reviewer claimed superiors pressed him to withhold study results showing Vioxx risks. Merck confirmed seeing results showing risk one year before Vioxx was pulled. The SEC and Justice Department instituted civil and criminal investigations into Merck's handling of Vioxx. State attorneys general criticized Merck's return and refund program. New York State's pension fund lost $171 million and filed suit against Merck for misleading shareholders. Merck was criticized for offering 230 executives large severance packages. A Celebrex clinical trial was halted after researchers found risks similar to Vioxx's. 
D0925,D0925-A,"Apple Computer is expected to announce Monday that it will begin using Intel chips in its Macintosh machines next year, ending a 14-year alliance with IBM and its processors, according to US media reports. The move is a major change in strategy for Apple, according to The Wall Street Journal's online edition. The New York Times called it ""an unprecedented gamble.","In June 2005, Steve Jobs announced that Apple would switch to Intel chips for some of its Macintosh computers in 2006, all by 2007. IBM, its supplier for 14 years, was unable to deliver its new PC chip that promised more power and less heat, both needed for laptops Apple planned. The move was a gamble for Apple because software developers would have to re-engineer all programs for Intel chips. Intel celebrated the deal, although Macintosh held only 2% of the market. IBM was not badly hurt; it had long planned to concentrate on chips for computer games. ","Steve Jobs is preparing to abandon Apple Computer's 14-year commitment to chips developed by IBM and Motorola in favor of Intel processors. Apple has been frustrated by IBMs failure to deliver a G5 chip that does not generate much heat. After weeks of rumors, Jobs announced that the switch would be made by 2007. Apple must now persuade software developers to make their programs run on Intel chips. Apple's operating system is viewed as more stable and secure than Windows. Intel's CEO said his company is thrilled to have the world's most innovative personal computer company as a customer. ","Steve Jobs told software engineers at Apple's annual developer conference in San Francisco that Apple will discontinue using IBM and Motorola chips in favor of Intel microprocessors. Apple engineers have secretly worked on a transition for five years. Every edition of Macintosh OS X since then has been designed to run on both IBM and Intel chips. Apple is producing Developer Transition Kits that will allow software developers to prepare applications to run on both chips. Apple's lower-end computers, like the Mac Mini, will get Intel chips in June 2006. Apple's entire computer line will have them by December 2007. ","On 6 June Apple Computer announced plans to abandon its 14-year ties with IBM and Motorola in favor of Intel processors. Apple had been frustrated by IBM's inability to develop a chip that could process large amounts of data without overheating. Apple programs will have to be rewritten to run on an Intel-powered Mac, although engineers have already developed codes to ease the transition. Apple could lose sales in the short term, as people wait for the switch. The first Intel-powered Macs are scheduled for June 2006; all Macs should be converted by the end of 2007. "
D0925,D0925-B,"After touting its Macintosh computers as superior alternatives for more than 20years, Apple Computer Inc. said Monday that it plans to switch to the very Intelmicroprocessors that power machines designed to run MicrosoftWindows. The long-rumored move is expected to help Apple compete better against WindowsPCs in performance and _ potentially _ price, though analysts believe theheadaches from the transition could further damage its slim 2.3 percentworldwide market share. Apple, which will continue to tightly couple its computers and its software, nowmust convince users and potential buyers that today's Macs will not become thetechnology equivalent of lame ducks. And it must get programmers to developsoftware that works on both versions. In a speech to software developers Monday, Apple CEO Steve Jobs admitted thechange will not be fast or easy.","Apple rolled out its new Intel-based Mac computer in January 2006, six months early. An Intel-based laptop was to go on sale in February. An Intel processor inside a Macintosh put a whole library of Windows-based games and software within the reach of Mac users. Though there were benefits, skeptics questioned Apple's move; in the past, major transactions have lost customers and software developers. Apple helped launch a consortium designed to create new standards to improve the flow of content between TVs, computers and other devices. Speculation is that Apple plans to introduce a Mac Mini computer home entertainment hub. ","Steve Jobs admitted that Apple had been working on the move to Intel for at least five years, creating two versions of its Mac OS X one with the current chips and another by Intel. Jobs said that Macs would top 3 gigahertz speed by summer. The Apple faithful had been caught by surprise by the company's switch. The new Intel chips that Mac will use is called Core Duo that features two computing engines on a single piece of silicon. The new IMacs will be up to two times faster than the older ones using the G5 chip. ","In looking for alternative chips, Jobs talked with Sony but was disappointed with the Cell's design. Adobe Systems and Microsoft vowed to support Macs running existing and new hardware. Apple and Intel helped launch a tech consortium to create new standards to improve content flow between devices. Six months ahead of schedule, Apple introduced the new iMac, twice as fast as before but the same price; and MacBook Pro, four times faster than PowerBook laptops. Both use Intel's Core Duo processor that speeds up simultaneous tasks. The entire line of Macs will shift to Intel by the end of 2006. ","On 10 January, six months ahead of schedule, Apple introduced two new Intel-based computers, an iMac and a laptop called the MacBook Pro. The new iMac is two to three times faster than the old model, while the laptop is four to five times faster, although they cost the same as the old models. Software developers are working on programs that will run on both the Intel and the older Macs. Although the processors inside are the same as those used on Windows-based PCs, the new Macs will not be able to run Windows software. 
"
D0926,D0926-A,"Steve Fossett is waiting on the wind. With all preparations complete for a solo, non-stop flight around the globe, the only thing standing in the way of the legendary adventurers next attempt to set a world record is an uncooperative jet stream. ""It's never been an exact science,"" said spokeswoman Anna Burdsall. ""There are two different weather systems we're dealing with -- the ground weather in Salinas, that's one consideration, and the other is the weather and the jet stream going around the world. ""The launch of the Virgin Atlantic GlobalFlyer has been delayed a number of times since it arrived in Salinas, Kansas, on January 7.The light-bodied aircraft relies on prevailing winds, or the jet stream, to help push it along its journey. But it needs to avoid the jet stream until it reaches its cruising altitude or else it could be damaged by heavy turbulence.","Steve Fossett's attempt at the first around-the-world non-stop no-refueling solo flight began with takeoff of the Global Flyer from Salina (Kansas) Municipal Airport at 0047GMT on March 1, 2005. Fossett described takeoff as ""difficult"" as the aircraft was slower than he had expected. By 0400GMT he was over Canada where he experienced a GPS malfunction, but after a couple of hours it reengaged. At 1607GMT he was over Morocco and by 0330GMT March 2nd the Global Flyer was over the Arabian Sea heading east towards Karachi, Pakistan at about 390mph. ","Steve Fossett left Monday evening from Salina on a solo, nonstop, non-refueled flight around the world in the Global Flyer. He estimated flying time at 60-80 hours. He took off at 6:47 and was concerned for a brief moment when the plane seemed to lose altitude seconds after taking off. By 10 PM he approached Canadian airspace and soared toward the Atlantic Ocean. While flying across Canada Fossett's GPS malfunctioned. After a couple of hours the GSP corrected itself. Monitoring fuel usage was a critical challenge during the flight. Fossett flew over Africa and the Middle East on Tuesday. ","Steve Fossett, hopes to become the first person to fly solo, non-stop flight around the world without refueling. Fossett's plane, the Global Flyer, was designed by Burt Rutan and the flight is funded by Richard Branson's Virgin Atlantic Airways. Departure depends on favorable weather. His plane does not carry enough fuel for the trip without tail winds. The flight will begin and terminate at Salina, Kansas. Fossettt hopes to make the trip in under 80 hours. The flight began at 6:47 PM on Monday, March 1st. By late Tuesday after overcoming a navigational equipment problem, he was approaching Pakistan. ","Steve Fossett and his Virgin Atlantic GlobalFlyer arrived in Salina, Kansas, on January 7, 2005, to prepare for his solo, non-stop flight around the globe. He finally took off at 0047 GMT on Tuesday, March 1. By 0400, he was approaching Canadian air space after flying over Chicago and Detroit. He then flew over Canada and the Atlantic Ocean and was over Morocco at 1607. After flying over Africa, he was over the Arabian Sea, approaching Karachi, Pakistan, at 0330 on Wednesday."
D0926,D0926-B,"American adventurer Steve Fossett was remarkably alert and chipper as he soared over India Wednesday, on the second sleepless day of his attempt to make the first solo, non-stop flight around the world without refueling, organizers said. ""Unless he's talking in his sleep he's pretty cogent,"" joked project manager Paul Moore, who added that the record-breaking millionaire has gotten through numerous similar challenges due to ""his level-headedness, stamina and self-reliance.""At 05:30 GMT, Fossett was at 46,750 feet (14,250 meters) after being aloft for nearly 29 hours. The Virgin Atlantic GlobalFlyer was over northwestern India heading towards Calcutta at speeds of around 300 knots (345 miles per hour/555 kilometers per hour).Should everything continue to go as planned, Fossett is expected to return to Salina on Thursday morning after spending between 60 and 80 hours in the air.","At 0400GMT March 2 over India a reading showed that just 9600 lbs. of fuel remained of the 19,000 lbs at takeoff. Mission control reported a fuel shortage: 2600 lbs. less than they had figured. Fossett decided to press on to Hawaii admitting the fuel problem was ""a huge setback."" Before reaching Hawaii he announced that he would continue on to Salina. By 0930GMT March 3 Global Flyer was southwest of California and that afternoon, after 67 hours in flight, Fossett glided into a perfect landing to the cheers of all of Salina and much of the world. ","On Wednesday after nearly 29 flight hours Steve Fossett reached his halfway point over India. While relying on autopilot, he could not ignore the complex demands of the aircraft for more than 10-20 minutes at a time. On Wednesday, while flying over mainland China mission control officials reported his fuel was 450 gallons less than expected. Fossett decided to fly to Hawaii to re-evaluate the situation. There he decided to proceed. The jet stream and great tailwinds over the Pacific allowed him to make up time. Fossett made a perfect landing in Salina Kansas after a 67-hour flight. ","Fossett reached the half-way point while flying over India and he also picked up a 100 MPH jet stream boost. While he was over China, mission control officials concluded that he had less fuel than they had counted on. Despite this, Fossett decided to press on to Hawaii. On the final legs of his flight, Fossett stayed awake by drinking a dozen chocolate protein milkshakes. Slightly over 67 hours after departure from Salina, Fossett landed the Global Flyer on the same airstrip from which he had departed. The plane had enough fuel remaining to fly another 10 hours. ","Steve Fossett continued his non-stop, solo flight, reaching the half-way point over Myanmar at 0705 GMT on Wednesday. Over China there was concern about the fuel supply, but he decided to continue to Hawaii and at 2000 was east of Japan. As he was north of Hawaii, he again decided to continue because the jet stream was so strong. By 0930 on Thursday, he was 1,151 miles southwest of California. He landed at Salina, Kansas, at 1948 GMT. He had taken just over 67 hours to fly a 23,000 mile zigzag course around the world."
D0927,D0927-A,"Peter Jennings revealed that he is suffering from lung cancer and plans tocontinue on ""World News Tonight"" as much as possible after beginningchemotherapy next week. Jennings, ABC's chief anchorman since 1983, was replaced by Elizabeth Vargas onTuesday but taped a message telling viewers about his diagnosis.""I will continue to do the broadcast,"" he said. ""On good days, my voice will notalways be like this. Certainly, it's been a long time. And I hope it goeswithout saying that a journalist who doesn't value _ deeply _ the audience'sloyalty should be in another line of work.","Peter Jennings's announcement April 5, 2005, that he had lung cancer left his colleagues at ABC News saddened and dismayed. He had been ""World News Tonight"" anchorman since 1983. By the end of the week, ABC had received 3,400 e-mails offering him prayers and good wishes. A former heavy smoker, Jennings had not been well for some time and was unable to travel abroad to cover foreign events. However, his diagnosis came as a surprise to him. ABC announced that Jennings would continue to anchor the news during chemotherapy treatment, but he was unable to do so. ","ABC announced on April 5, 2005 that its anchor on ""World News Tonight,"" Peter Jennings, has lung cancer. Jennings, who began chemotherapy the following week, had earlier missed overseas assignments, but was thought to be battling flu. Specialists suggested that the cancer is in an advanced stage. By the end of the week ABC had received more than 3,400 e-mails offering Jennings prayers and good wishes. On April 29 a statement from Jennings was read on ""World News Tonight"" thanking his good wishers who he said ""have spoiled me rotten"". ","ABC announced that ""World News Tonight"" anchor Peter Jennings has lung cancer. While making Jenning's condition public, the network did not provide details about the diagnosis or prognosis. Jennings, who quit smoking several years ago, will undergo chemotherapy in New York. He will continue to work on the newscast to the extent he can do so comfortably. Jennings wrote to his staff: ""There will be good days and bad"". Jennings had been a heavy smoker until the mid- to late 1980s. He returned to regular smoking after the terrorist attacks in 2001 but later quit again. ","Peter Jennings hoarsely announced he had lung cancer on April 5, 2005 and would begin outpatient chemotherapy in New York. A former heavy smoker, he had had health problems since late 2004. Medical experts speculated, since he was not having surgery, that the cancer was advanced or of the small-cell type. Americans responded with sympathy. Other cancer victims considered him a role model. Although he had hoped to continue working, he went on a leave-of-absence in late April. The last of the ""old time"" announcers, Jennings' illness stunned viewers and leaves ABC scrambling to find fill-ins and perhaps a replacement. "
D0927,D0927-B,"Peter Jennings, the suave, Canadian-born broadcaster who delivered the news toAmericans each night in five separate decades, died at age 67.Jennings, who announced in April that he had lung cancer, died Sunday at his NewYork home, ABC News President David Westin said in a statement. ""Peter has been our colleague, our friend, and our leader in so many ways,""Westin said. ""None of us will be the same without him. ""With Tom Brokaw and Dan Rather, Jennings was part of a triumvirate thatdominated network news for more than two decades, through the birth of cablenews and the Internet. His smooth delivery and years of international reportingmade him particularly popular among urban dwellers. ""Peter was born to be an anchor,"" Brokaw said Monday on NBC's ""Today."" He saidhe met Jennings in 1966 covering Ronald Reagan's campaign for Californiagovernor and ""we had an instant friendship. ""Rather, appearing on ABC's ""Good Morning America"" tribute to Jennings, notedthat beneath Jennings' polished exterior was a fierce competitor.""If","Peter Jennings, a Canadian-born high school dropout, who became the face of ABC News and a household name in the United States, died in August 2005. He was 67. ABC News stated, ""Peter died with his family around him, without pain and in peace."" A friend said Jennings had faced lung cancer ""with realism, courage, and a firm hope that he would be one of the fortunate ones."" In the end, he was not. Jennings' death brought to an end a decades-long era in television news dominated by three figures, CBS's Dan Rather, NBC'S Tom Brokaw and ABC's Jennings. ","Although Jennings indicated that he would return as anchor when able, he was never able. In a letter posted on April 29 he described how treatments had proven more debilitating than he had anticipated. About a month later he appeared at ABC News headquarters, his voice soft and his body as much as twenty pounds lighter than usual, and mentioned that he had started radiation treatment. Up until his final days, Jennings believed he could win his battle with lung cancer, but on Aug. 7, 2005 he died at his home in New York. ","Jennings had hoped to return to the anchor desk as his health and strength permitted. But he never did. He wrote later that he once decided to go to the office ""I got as far as the door. Chemo strikes"". He also received radiation. He never again appeared on air. Until his final days, he believed he could win his battle but he died on 7 August at his home in New York. He was 67. President Bush paid tribute. More than 25,000 viewers posted messages on the ABC News site. A two-hour memorial service was held at Carnegie Hall. ","Peter Jennings died from his lung cancer on August 7. He never appeared on the news after the taped April announcement. His treatments, which included radiation beginning in May, were too debilitating. He had lost 20 pounds the first month. Only 42% of lung cancer victims survive for at least one year. His death drew appreciation from national leaders, colleagues, and viewers. Two thousand people attended his September memorial service. "
D0928,D0928-A,A federal judge has allowed Tyco International Ltd. shareholders togo forward with a class action lawsuit against the company andothers. But U.S. District Judge Paul Barbadoro on Thursday struck down arelated claim that sought damages on behalf of Tyco stemming fromallegations of fraud and corporate looting. Former top executives L. Dennis Kozlowski and Mark Swartz areawaiting retrial in federal court in New York on charges of stealing$600 million (euro483.33 million) from the company.,"In January 2005, Dennis Koslowski and Mark Swartz, former top executives of Tyco International Ltd., went on trial in New York a second time for stealing $600 million from the company. The first trial ended in a hung jury. Prosecutors claim the two men illegally awarded themselves millions of dollars in bonuses and concealed them from the company's board and shareholders. A judge refused to combine a retrial of larceny charges against Kozlowski with charges he failed to pay sales taxes on $13 million worth of art. If convicted, Koslowski and Swartz each could face 25 years in prison. ","The first grand larceny trial of former Tyco CEO Dennis Kozlowski and codefendant Mark Swartz ended in mistrial. Their retrial began January 18. They allegedly stole $600 million from the company in unauthorized compensation and the sale of inflated Tyco stock. Kozlowski could face 30 years in prison. Prosecutors are focusing less on Kozlowski's life of excess and more on how he allegedly looted the company. In opening arguments, the defense suggested the compensation was legitimate, and company directors might be practicing revisionist history. Kozlowski still faces separate tax, conspiracy, falsifying business records and evidence tampering charges. ","Former Tyco executive Dennis Kozlowski has been charged in a tax case with conspiracy, falsifying business records and tampering with evidence. He is accused of scheming with dealers to avoid paying over $1M tax on $13M of artworks. He and another Tyco executive, Mark Swartz, are also accused in a larceny case of looting over $600M from the company by illegally awarding themselves bonuses and concealing them from shareholders. A trial of the two ended in a hung jury. They are to be retried in New York. The judge refused separate trials. ","The first unfocused, lengthy trial of Tyco executives Kozlowski and Swartz for stealing $600 million from Tyco was aborted after juror intimidation. The judge ruled a claim on behalf of Tyco was barred under Bermuda law, but allowed a class action lawsuit by Tyco shareholders. He refused to separate the two men's cases or allegations of accounting fraud and looting. In the retrial, prosecutors are concentrating on accusations that the men hid unauthorized bonuses, secretly forgave loans to themselves, and lied about Tyco's finances to inflate stock before selling it. The defense is trying to discredit the board of directors. "
D0928,D0928-B,"A retired chairman of the board of Tyco International Ltd. testified thecompany's financial monitors never told him about millions of dollars inforgiven loans and bonuses for Tyco's two top executives. Lawyers for L. Dennis Kozlowski, Tyco's former CEO, and Mark H. Swartz, thecompany's former finance chief, suggested that former chairman John F. Fort andother directors knew about _ but did not protest _ money the executivesreceived. Fort, 63, was chairman of the board's audit committee for much of Kozlowski'stime as CEO. He said Mark Foley, Tyco's director of financial operations, nevertold him Kozlowski and Swartz had a total of $37.5 million in loans from Tyco in1999.Fort, under redirect questioning by prosecutor Ann Donnelly, also said the headof Tyco's external audit team, Richard Scalzo of the accounting firmPricewaterhouseCoopers, never told him anything about Tyco's finances beingamiss. Fort said he asked Scalzo in each audit committee meeting whether he had seenanything that might hurt or embarrass the company or that the board needed toworry about, and Scalzo always answered that nothing was wrong.","Prosecutors changed tactics in the retrial of Kozlowski and Swartz from accusations of lavish spending used in the first trial, to a focus on charges that Kozlowski and Swartz had awarded themselves millions of dollars and concealed it from the board of Tyco. A retired board chairman testified he was never told about millions in forgiven loans and bonuses for the two executives. Tyco's former head of finance testified he never saw that millions of dollars in special bonuses were approved by a compensation committee. The VP of finance also said he wasn't aware of any documents to that effect. ","In the prosecution's case, former Tyco executives were questioned, sometimes for days, about their knowledge or lack thereof about loans forgiven and bonuses paid to Dennis Kozlowski. On April 27, he took the stand in his defense. He denied abusing company loans and bonuses, testifying that the compensation committee leader, who has since died, approved them. He did admit to forgetfully omitting $25 million bonus that did not appear on his 1999 tax return. Cross-examination, which began on April 28, turned decidedly contentious by the third day. Kozlowski maintained his innocence and defended his lavish spending throughout. ","Prosecutors in the trial of Kozlowski and Swartz say the two stole $150M by improperly forgiving company loans to themselves, taking unauthorized bonuses and having Tyco pay personal expenses. In a surprise move, Kozlowski testified in his own defense. He portrayed himself as an earnest, often harried, executive who rose through the ranks and had the support of the company's board. He could not explain why a $25M bonus did not appear on his tax return. Kozlowski finished four days of testimony insisting that he left it to lawyers and accountants to decide what to tell shareholders about his compensation. ",The retired Tyco board chairman said he was never told about millions in forgiven loans and bonuses for Kozlowski. The former finance VP said he was unaware of compensation committee approval for the bonuses. Kozlowski took the stand in his retrial. He said deceased compensation committee head Phillip Hampton had approved the bonuses. Kozlowski thought a $20 million fee he paid a board member for arranging an acquisition did not require board authorization. Not including forgiven debt on his tax form was an oversight. His assistant decided to use Tyco loan money for certain payments but Kozlowski conceded his responsibility. 
D0929,D0929-A,"World oil prices fell further on Tuesday, despite a new hurricane powering towards oil facilities in the Gulf of Mexico, and as OPEC pledged to supply more crude from the start of October if required.","Tropical storm Rita appeared likely to be upgraded to a Category 1 hurricane before passing the Florida Keys. Florida Governor declared a state of emergency enabling him to oversee evacuations and activate the National Guard. The US National Hurricane Center warned that Rita could threaten Texas and Louisiana within days. Louisiana Governor declared a state of emergency. New Orleans worked to bolster weakened levees and establish a military hospital. Rita was upgraded to Category 2 and expected to reach Category 3 in the Gulf. Along the Gulf coast refugees were relocated, schools and offices were closed and evacuations were mandated. ","An evacuation order was issued Monday for the Florida keys as Tropical Storm Rita approached and is likely to be upgraded to a level one hurricane. Rita brushed past Key West Tuesday and was forecast to strengthen to a major hurricane, possibly a category 4, later in the week. Once again, New Orleans implemented emergency services and some individuals were evacuated. Hurricane Katrina survivors taking refuge in Texas were being uprooted again as Rita threatened. Texas now bears the greatest threat from Rita. The Texas coastal county of Galveston will order a mandatory evacuation on Wednesday in preparation of Rita. ","Monday, Rita became a Category 1 hurricane. Tuesday it increased to a Cat2 and a Cat3 or 4 was feared. Florida declared a state of emergency and residents of the Keys began evacuating. Those remaining were advised to hunker down. In New Orleans, levee system repairs were underway, buses were on stand-by, a military hospital was established, and evacuations began. Katrina refugees in Texas were being moved out of state. A mandatory evacuation on Wednesday of Galveston, Texas, was ordered and shelters set up. Madrid to Miami flights were suspended and crude futures rose. OPEC promised additional crude if needed. ","As Hurricane Rita moved toward the Florida Keys on Sunday 18 September, the Florida governor declared a state of emergency. Monday, residents and tourists were told to evacuate the Florida Keys. By early Tuesday afternoon, Rita had strengthened to a category two storm, with winds of 100 mph and was expected to gain further strength and reach a category three as it hit the warm Gulf of Mexico waters. Residents of New Orleans were evacuating and the Louisiana Governor declared a state of emergency in western Louisiana. Galveston was expected to order a mandatory evacuation on Wednesday 21 September. "
D0929,D0929-B,"Oil prices were higher in Asian trade Wednesday as Hurricane Rita pounded the Florida Keys islands before barreling into the Gulf of Mexico where much of US production is sourced, dealers said.","Hurricane Rita was upgraded to a Category 3 after slamming Cuba and the Florida Keys. She packed a wind of 115 mph. Rita was upgraded to an extremely dangerous category 4 hurricane as it bore down on Texas. In the Gulf of Mexico Rita gained strength to a category 5 hurricane. One million people evacuated the Gulf Coast. Cuba set up 600 shelters in Havana housing 230000 evacuees. Oil companies evacuated staff from the Gulf as hurricane Rita approached, shutting down over 70 percent of US oil production in the area. ","Rita, expected to become a major storm, is tracking a path that could follow that of Katrina. By Wednesday, Rita was upgraded to category three. President Bush declared a state of emergency in Texas and Louisiana as those states were bracing for Rita. As many as one million people were ordered to evacuate along the Gulf Coast. Rita was expected to land somewhere along the Texas gulf coast between Galveston and Corpus Christi and Texas Governor Perry has urged residents to begin evacuating. It poses a risk to the entire Houston region and has been upgraded to category four. ","On Wednesday, Rita was upgraded to a Cat3 and reached a Cat5 by the afternoon. Cuba had shelters for 230,000 evacuees. President Bush declared a state of emergency in Texas and Louisiana. More residents of the Gulf coast were ordered to evacuate. Rita is aimed at Houston, where residents of the 100-year flood plain, storm surge areas, and mobile homes were urged to leave. About 319,000 National Guard troops have been mobilized. More than 70% of US oil production in the Gulf stopped, as crude oil prices rose. The Texas governor speculated Rita could become a Cat4 before landfall. ","On Wednesday, with winds of 115 mph, Rita was upgraded to a level three hurricane. Royal Dutch Shell and BP evacuated all non-essential personnel from off-shore facilities. Later that day the storm was upgraded to a category five with winds of 165 mph. A state of emergency was declared in Texas and Louisiana. Mandatory evacuations were ordered for New Orleans and Galveston; over one million people along the coast were asked to evacuate voluntarily. About 320,000 National Guard troops were mobilized. The path of the hurricane was still uncertain, but it was expected to hit Texas or Louisiana. "
D0930,D0930-A,"Less than a decade ago, the idea of capturing and storing the carbon gases blamed for driving the Earth towards climate-change peril was usually dismissed with a laugh. But a top scientific forum here shows how far the argument for carbon sequestration has come, with a series of experts insisting it can be transformed from fiction to fact. Driving their case is the fear that time is running out for dealing cheaply with the carbon pollution spewed out by fossil fuels. These emissions trap the Sun's heat and disrupt Earth's fragile climate system, with potentially catastrophic effects a few decades from now. Their focus is on power stations which burn oil, gas and coal, and whose pollution is set to soar in coming years as China and India, the two world's most populous countries, meet surging needs for energy. Sequestrators say carbon dioxide (CO2) would be captured using solvents, either before or after the fossil fuel is burned in the plant.",One way to get rid of carbon dioxide from coal-burning power plants is to bury it. Carbon sequestration is not new; petroleum producers have pumped compressed CO2 into oil-bearing structures to force oil to the surface for years. Norway has buried 70 million tons below the North Sea. Carbon dioxide from a coalgas plant in Wyoming is pumped 185 miles to a working oilfield in Canada. In 2004 scientists planned to sequester carbon in deep sandstone deposits. Coal gasification is necessary for sequestration. Improving the two technologies was part of a $35 billion package the Senate considered in 2005. ,"Carbon sequestration has been tested in the United States, Canada and Britain using old or working oil or gas fields as storage areas. Since 1996 Norway has buried nearly 70 million tons of compressed carbon below the North Sea where it had extracted fuels. In each case the CO2, after being captured by solvents, would be pumped into geologic formations which were thought to be safe storage areas. As efficient technology to compress, transport and store the carbon is developed it could be provided to developing countries such as China and India offering help in the fight against global warming. ","Carbon sequestration, the process of capturing carbon dioxide produced by burning fossil fuels and storing it under the ground or ocean floor, is not a new idea and is gaining support. In Texas, scientists are burying tons of compressed carbon dioxide beneath an old oil field. Norway has buried tons below North Sea oilfields. The energy industry now injects compressed CO2 into the ground to make it easier to get oil out of the ground. Environmentalists say the plan is worth pursuing if safe, reliable, and dependent on cost. The question arises if the process could cause an earthquake. ","Norway has stored waste CO2 below a North Sea oilfield since 1996. Texas geologists are pumping compressed CO2 into a sandstone layer one mile beneath an old Louisiana-Texas oil field. CO2 from a coalgas plant in Wyoming is being pumped under a working Weyburn, Saskatchewan oilfield. Britain will pump CO2 from a Scottish power station to an old North Sea oil reservoir. The US backs carbon sequestration development and coal gasification technology that can sequester siphoned-off CO2, and plans to use carbon sequestration for mercury control. Arizona is investigating combining CO2 with plentiful minerals to form chemically stable substances. "
